as_of,ticker,name,sector,industry,currency,quote_type,price,market_cap,shares_outstanding,pe_trailing,pe_forward,pbv,eps_ttm,book_value_per_share,roe,roa,profit_margin,operating_margin,earnings_growth,revenue_growth,debt_to_equity,current_ratio,free_cashflow,total_cash,total_debt,dividend_yield,payout_ratio,five_year_avg_dividend_yield,provider,provider_version,schema_version
2026-09-22,BRAM,PT Indo Kordsa Tbk,Consumer Cyclical,Textile Manufacturing,IDR,EQUITY,4690.0,2110767235072,450056980,20.0026,,9873.685,234.47,0.47,0.03371,0.01244,0.04087,0.08216,,1.338,1.102,2.313,-5032301,24367846,2472100,4.27,0.8446,6.03,yfinance,0.2.65,1
2026-09-22,BREN,PT Barito Renewables Energy Tbk,Utilities,Utilities - Renewable,IDR,EQUITY,3050.0,408027530264576,133779520000,149.5831,,610000.0,20.39,0.01,0.21477,0.07431,0.2406,0.73528,0.412,0.132,223.239,1.63,152052880,202234000,2109575936,0.13,0.1983,,yfinance,0.2.65,1
2026-09-22,BRIS,PT Bank Syariah Indonesia Tbk,Financial Services,Banks - Regional,IDR,EQUITY,1585.0,73114872446976,46129260138,9.1613,8.7275,1.4325,173.01,1106.47,0.16148,0.01845,0.31524,0.41187,0.05,0.109,,,,21435451965440,3675197014016,2.08,0.1896,,yfinance,0.2.65,1
2026-09-22,BRMS,PT Bumi Resources Minerals Tbk,Basic Materials,Other Industrial Metals & Mining,IDR,EQUITY,660.0,93577463988224,25570150644,132.7968,44.5525,73333.336,4.97,0.01,0.0398,0.03593,0.17815,0.12772,,-0.543,28.081,3.14,-112041000,32130986,294461984,,0.0,,yfinance,0.2.65,1
2026-09-22,BRPT,PT Barito Pacific Tbk,Basic Materials,Chemicals,IDR,EQUITY,1575.0,147595997478912,93711740929,58.9226,26.429,60576.92,26.73,0.03,0.0646,0.02207,0.01392,0.10423,-0.809,0.269,133.059,2.18,-339438368,3699009024,8640472064,0.1,0.0607,,yfinance,0.2.65,1
2026-09-22,BSBK,PT Wulandari Bangun Laksana Tbk,Real Estate,Real Estate - Development,IDR,EQUITY,50.0,1254594183168,25091882375,16.6667,,0.5701,3.0,87.7,0.03472,0.03134,0.19974,0.40513,0.192,0.005,14.26,1.536,-9894704128,7853455872,313790070784,,0.0,,yfinance,0.2.65,1
2026-09-22,BSDE,PT Bumi Serpong Damai Tbk,Real Estate,Real Estate - Development,IDR,EQUITY,575.0,12025202737152,20913395112,6.4599,3.6415,0.2683,89.01,2143.09,0.0415,0.02442,0.16694,0.24543,-0.668,-0.354,35.164,3.556,-4839562543104,9572927406080,18691112566784,,0.0,0.64,yfinance,0.2.65,1
2026-09-22,BSIM,PT Bank Sinarmas Tbk,Financial Services,Banks - Regional,IDR,EQUITY,995.0,19617579794432,19716162403,72.6277,,2.3541,13.7,422.67,0.03349,0.00542,0.09171,0.0883,-0.183,0.07,,,,9028984897536,5170681872384,,0.0,,yfinance,0.2.65,1
2026-09-22,BSML,PT Bintang Samudera Mandiri Lines Tbk,Industrials,Marine Shipping,IDR,EQUITY,545.0,1008372613120,1850225000,165.1015,,7.5947,3.3,71.76,0.01463,0.00664,0.04483,0.0803,-0.341,0.006,13.346,1.243,-11757805568,470219872,17719638016,,,,yfinance,0.2.65,1
2026-09-22,BSWD,PT Bank of India Indonesia Tbk,Financial Services,Banks - Regional,IDR,EQUITY,1500.0,5533300424704,3688866845,79.3651,,1.5513,18.9,966.92,0.01975,0.00985,0.32235,0.55935,0.426,0.275,,,,548951425024,2633038848,,0.0,,yfinance,0.2.65,1
2026-09-22,BTPN,PT Bank SMBC Indonesia Tbk,Financial Services,Banks - Regional,IDR,EQUITY,2300.0,24485673566208,10645945748,54.6448,9.8455,0.5025,42.09,4577.17,0.00267,0.00061,0.08353,0.0585,,,,,,18727720452096,52313280479232,0.41,1.2582,,yfinance,0.2.65,1
2026-09-22,BTPS,PT Bank BTPN Syariah Tbk,Financial Services,Banks - Regional,IDR,EQUITY,990.0,7626662871040,7703700000,6.3053,5.453,0.7435,157.01,1331.62,0.1215,0.05393,0.30113,0.4098,0.007,0.044,,,,1409537015808,321130004480,12.08,0.5459,4.25,yfinance,0.2.65,1
2026-09-22,BUDI,PT Budi Starch & Sweetener Tbk,Consumer Defensive,Packaged Foods,IDR,EQUITY,226.0,1015028580352,4491276962,6.185,,0.6242,36.54,362.06,0.10024,0.0441,0.04171,0.08563,7.088,0.799,118.678,1.664,33803499520,299749998592,2098926059520,3.95,0.1916,3.82,yfinance,0.2.65,1
2026-09-22,BUKA,PT Bukalapak.com Tbk.,Consumer Cyclical,Internet Retail,IDR,EQUITY,107.0,9826201501696,91833653260,5.8311,24.6544,0.4044,18.35,264.58,0.0782,-0.06618,0.25043,0.00896,,-0.005,0.436,42.869,-1764533207040,18394241826816,105978568704,,0.0,,yfinance,0.2.65,1
2026-09-22,BUKK,PT Bukaka Teknik Utama Tbk.,Industrials,Engineering & Construction,IDR,EQUITY,1030.0,2719665618944,2640452000,13.0429,,0.3693,78.97,2789.21,0.02018,0.07188,0.05075,0.78036,-0.284,1.922,173.066,1.561,-2075300462592,847934259200,15460396433408,,0.0,,yfinance,0.2.65,1
2026-09-22,BULL,PT Buana Lintas Lautan Tbk,Industrials,Marine Shipping,IDR,EQUITY,392.0,6073819332608,15494436593,4.4124,2.909,28000.0,88.84,0.01,0.35288,0.12315,0.37126,0.52648,32.139,1.768,59.648,0.924,-24612140,18849632,156189136,,0.0,,yfinance,0.2.65,1
2026-09-22,BUMI,PT Bumi Resources Tbk,Energy,Thermal Coal,IDR,EQUITY,184.0,68697049792512,371335392068,31.6781,367999.97,46249.996,5.84,0.0,0.05421,0.02406,0.07403,0.07232,92.0,0.364,24.84,1.291,-113085288,179689600,732992960,,0.0,2.18,yfinance,0.2.65,1
2026-09-22,BUVA,PT Bukit Uluwatu Villa Tbk,Consumer Cyclical,Lodging,IDR,EQUITY,665.0,16370341249024,24617054642,700.0,,7.597,0.95,87.53,0.01493,0.01807,0.06835,0.25342,0.096,0.196,21.105,1.775,-20130281472,230776471552,455129694208,,0.0,,yfinance,0.2.65,1
2026-09-22,BVIC,PT Bank Victoria International Tbk,Financial Services,Banks - Regional,IDR,EQUITY,92.0,1694586503168,18419418828,31.8339,,0.3915,2.89,235.01,0.01608,0.00205,0.09009,0.30768,-0.753,-0.023,,,,1065404792832,7612350332928,,0.0,,yfinance,0.2.65,1
2026-09-22,BWPT,PT Eagle High Plantations Tbk,Consumer Defensive,Packaged Foods,IDR,EQUITY,115.0,3579072479232,31122368200,8.9147,,1.1931,12.9,96.39,0.14428,0.07749,0.06429,0.17129,0.307,0.253,153.387,0.767,116914249728,199759003648,4666313146368,,0.0,1.05,yfinance,0.2.65,1
2026-09-22,CARS,PT Industri dan Perdagangan Bintraco Dharma Tbk,Consumer Cyclical,Auto & Truck Dealerships,IDR,EQUITY,118.0,1770000089088,15000000000,11.1531,,1.607,10.58,73.43,0.13449,0.03773,0.0337,0.03896,0.403,0.286,81.403,0.965,-264786608128,416889110528,1160154972160,,0.0,,yfinance,0.2.65,1
2026-09-22,CASA,PT Capital Financial Indonesia Tbk,Financial Services,Insurance - Life,IDR,EQUITY,1800.0,98057291038720,54476269803,664.2066,,11.9743,2.71,150.32,0.0225,0.0242,0.03275,0.58589,,-0.654,45.403,1.105,2745213911040,13658404945920,4790651191296,,0.0,,yfinance,0.2.65,1
2026-09-22,CASS,PT Cahaya Aero Services Tbk,Industrials,Airports & Air Services,IDR,EQUITY,1850.0,3860857618432,2086950000,8.0306,,2.1906,230.37,844.53,0.43746,0.20667,0.14469,0.30732,,,6.316,3.605,337773625344,1584592060416,147719995392,,0.0,1.58,yfinance,0.2.65,1
2026-09-22,CBDK,PT Bangun Kosambi Sukses Tbk,Real Estate,Real Estate Services,IDR,EQUITY,3610.0,20424249311232,5657686900,8.0739,,1.928,447.12,1872.41,0.20882,0.07238,0.72082,0.80878,1.917,0.897,1.614,1.506,-734967758848,3425899905024,217454379008,0.14,0.0112,,yfinance,0.2.65,1
2026-09-22,CBUT,PT Citra Borneo Utama Tbk,Consumer Defensive,Packaged Foods,IDR,EQUITY,980.0,3062499901440,3125000000,13.0981,,2.3389,74.82,418.99,0.2026,0.0711,0.01409,0.03963,123.183,0.804,268.555,1.135,-1045746024448,231071006720,3516339060736,,0.0,,yfinance,0.2.65,1
2026-09-22,CDIA,PT Chandra Daya Investasi TBK.,Utilities,Utilities - Regulated Electric,IDR,EQUITY,615.0,76721151803392,124749839100,61.3161,,76875.0,10.03,0.01,0.06917,0.0061,0.43168,0.05557,-0.802,0.269,69.366,10.911,-104844856,627175808,767985728,1.09,0.692,,yfinance,0.2.65,1
2026-09-22,CENT,PT Centratama Telekomunikasi Indonesia Tbk,Communication Services,Telecom Services,IDR,EQUITY,105.0,3274263756800,31183464900,,,1.3379,-76.25,78.48,-0.78816,0.01558,-0.95541,0.28303,,-0.034,995.675,0.095,-82458877952,651074011136,24367698280448,,0.0,1.58,yfinance,0.2.65,1
2026-09-22,CFIN,PT. Clipan Finance Indonesia Tbk,Financial Services,Credit Services,IDR,EQUITY,364.0,1450365419520,3984520457,6.1989,,0.2549,58.72,1428.11,0.04129,0.02446,0.37933,0.3432,-0.055,-0.054,55.398,25.886,,70123634688,3152322232320,13.66,0.8514,3.29,yfinance,0.2.65,1
2026-09-22,CLAY,PT Citra Putra Realty Tbk,Consumer Cyclical,Lodging,IDR,EQUITY,2750.0,7067499757568,2570000000,270.1375,,247.4579,10.18,11.11,1.64382,0.04234,0.15064,0.31408,,0.847,1041.695,0.412,-119151329280,23897303040,297109422080,,0.0,,yfinance,0.2.65,1
